vulnerability_id,cve_id,application_id,application_name,asset_id,hostname,ip_address,os_type,server_type,internet_facing,severity,status,past_due_flag,escalated_flag,kernel_related,application_owner,os_owner,business_unit,environment,region,discovered_date,due_date,is_remediated,platform_type,operating_system,description,last_scan_date
VULN-000010,CVE-2024-1010,APP010,Application-010,ASSET-000010,host-000010.corp.local,10.0.0.10,solaris,VM,False,High,Remediated,True,False,True,owner10@example.com,sysadmin0@example.com,Retail,Staging,eu-west-1,2025-11-12,2025-12-30,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000010,2026-06-05
VULN-000030,CVE-2024-1030,APP030,Application-030,ASSET-000030,host-000030.corp.local,10.0.1.30,solaris,VM,False,Medium,Remediated,True,False,True,owner10@example.com,sysadmin0@example.com,Marketing,Staging,eu-west-1,2026-04-13,2026-05-09,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000030,2026-06-21
VULN-000050,CVE-2024-1050,APP000,Application-000,ASSET-000050,host-000050.corp.local,10.0.3.50,linux,VM,False,Medium,Open,False,False,False,owner10@example.com,sysadmin0@example.com,Finance,Staging,eu-west-1,2026-05-22,2026-08-11,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000050,2026-06-17
VULN-000070,CVE-2024-1070,APP020,Application-020,ASSET-000070,host-000070.corp.local,10.0.4.70,linux,Container,False,Critical,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Production,us-west-2,2026-03-09,2026-04-22,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000070,2026-06-06
VULN-000090,CVE-2024-1090,APP040,Application-040,ASSET-000090,host-000090.corp.local,10.0.5.90,aix,Physical,False,Low,Open,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Staging,ap-south-1,2025-06-26,2025-09-09,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000090,2026-05-26
VULN-000110,CVE-2024-1110,APP010,Application-010,ASSET-000110,host-000110.corp.local,10.0.6.110,linux,VM,False,High,Remediated,True,False,True,owner10@example.com,sysadmin0@example.com,Marketing,Staging,eu-west-1,2026-03-07,2026-03-21,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000110,2026-05-31
VULN-000130,CVE-2024-1130,APP030,Application-030,ASSET-000130,host-000130.corp.local,10.0.8.130,linux,Container,False,Medium,Remediated,False,False,False,owner10@example.com,sysadmin0@example.com,HR,Development,us-east-1,2026-05-05,2026-07-06,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000130,2026-06-13
VULN-000150,CVE-2024-1150,APP000,Application-000,ASSET-000150,host-000150.corp.local,10.0.9.150,aix,Physical,False,Medium,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Finance,Staging,us-west-2,2025-10-14,2025-12-21,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000150,2026-05-27
VULN-000170,CVE-2024-1170,APP020,Application-020,ASSET-000170,host-000170.corp.local,10.0.10.170,linux,Physical,False,High,In Progress,True,False,True,owner10@example.com,sysadmin0@example.com,Retail,Staging,us-west-2,2025-11-26,2025-12-26,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000170,2026-06-01
VULN-000190,CVE-2024-1190,APP040,Application-040,ASSET-000190,host-000190.corp.local,10.0.11.190,windows,Container,True,Medium,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Staging,us-west-2,2025-09-06,2025-11-12,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000190,2026-06-02
VULN-000210,CVE-2024-1210,APP010,Application-010,ASSET-000210,host-000210.corp.local,10.0.13.210,windows,Container,False,High,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Development,us-east-1,2026-03-20,2026-04-18,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000210,2026-06-25
VULN-000230,CVE-2024-1230,APP030,Application-030,ASSET-000230,host-000230.corp.local,10.0.14.230,linux,Physical,False,Medium,Remediated,True,True,True,owner10@example.com,sysadmin0@example.com,Finance,Production,us-west-2,2025-08-09,2025-10-30,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000230,2026-05-27
VULN-000250,CVE-2024-1250,APP000,Application-000,ASSET-000250,host-000250.corp.local,10.0.15.250,windows,VM,True,Medium,Accepted Risk,True,True,False,owner10@example.com,sysadmin0@example.com,Retail,Production,ap-south-1,2025-11-11,2025-12-25,True,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000250,2026-06-25
VULN-000270,CVE-2024-1270,APP020,Application-020,ASSET-000270,host-000270.corp.local,10.1.16.14,linux,Physical,False,Medium,Remediated,True,False,True,owner10@example.com,sysadmin0@example.com,Engineering,Development,us-east-1,2025-09-10,2025-11-15,True,Linux,RHEL 8,Sample finding for vulnerability VULN-000270,2026-05-28
VULN-000290,CVE-2024-1290,APP040,Application-040,ASSET-000290,host-000290.corp.local,10.1.18.34,linux,VM,False,Critical,Open,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Staging,eu-west-1,2025-08-07,2025-08-26,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000290,2026-06-06
VULN-000310,CVE-2024-1310,APP010,Application-010,ASSET-000310,host-000310.corp.local,10.1.19.54,solaris,Physical,False,Low,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Staging,us-east-1,2026-01-04,2026-03-17,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000310,2026-06-08
VULN-000330,CVE-2024-1330,APP030,Application-030,ASSET-000330,host-000330.corp.local,10.1.20.74,solaris,Physical,False,Medium,Remediated,False,False,True,owner10@example.com,sysadmin0@example.com,Finance,Development,us-west-2,2026-06-01,2026-08-07,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000330,2026-06-13
VULN-000350,CVE-2024-1350,APP000,Application-000,ASSET-000350,host-000350.corp.local,10.1.21.94,aix,Physical,False,Critical,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Finance,Development,us-east-1,2025-08-14,2025-08-22,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000350,2026-05-28
VULN-000370,CVE-2024-1370,APP020,Application-020,ASSET-000370,host-000370.corp.local,10.1.23.114,linux,VM,False,Medium,Accepted Risk,True,False,True,owner10@example.com,sysadmin0@example.com,Marketing,Production,us-west-2,2026-03-04,2026-04-10,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000370,2026-06-02
VULN-000390,CVE-2024-1390,APP040,Application-040,ASSET-000390,host-000390.corp.local,10.1.24.134,windows,Physical,False,Medium,Accepted Risk,False,False,False,owner10@example.com,sysadmin0@example.com,HR,Staging,us-west-2,2026-05-02,2026-07-07,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000390,2026-05-26
VULN-000410,CVE-2024-1410,APP010,Application-010,ASSET-000410,host-000410.corp.local,10.1.25.154,windows,Physical,False,Critical,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Engineering,Staging,us-west-2,2025-12-19,2026-03-15,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000410,2026-06-22
VULN-000430,CVE-2024-1430,APP030,Application-030,ASSET-000430,host-000430.corp.local,10.1.26.174,aix,VM,False,Medium,Open,True,True,False,owner10@example.com,sysadmin0@example.com,HR,Production,eu-west-1,2025-12-03,2026-03-02,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000430,2026-05-31
VULN-000450,CVE-2024-1450,APP000,Application-000,ASSET-000450,host-000450.corp.local,10.1.28.194,windows,Container,False,Low,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Staging,eu-west-1,2025-07-28,2025-10-16,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000450,2026-06-07
VULN-000470,CVE-2024-1470,APP020,Application-020,ASSET-000470,host-000470.corp.local,10.1.29.214,windows,VM,False,High,Open,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Staging,us-east-1,2026-01-20,2026-03-01,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000470,2026-06-21
VULN-000490,CVE-2024-1490,APP040,Application-040,ASSET-000490,host-000490.corp.local,10.1.30.234,aix,Container,False,Medium,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Production,us-west-2,2025-12-27,2026-02-04,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000490,2026-06-21
VULN-000510,CVE-2024-1510,APP010,Application-010,ASSET-000510,host-000510.corp.local,10.1.31.254,linux,Physical,False,Low,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,Engineering,Staging,us-east-1,2025-09-25,2025-11-05,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000510,2026-06-09
VULN-000530,CVE-2024-1530,APP030,Application-030,ASSET-000530,host-000530.corp.local,10.2.33.18,windows,Physical,False,High,Remediated,True,True,False,owner10@example.com,sysadmin0@example.com,HR,Staging,us-west-2,2026-02-01,2026-03-10,True,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000530,2026-06-11
VULN-000550,CVE-2024-1550,APP000,Application-000,ASSET-000550,host-000550.corp.local,10.2.34.38,solaris,Physical,False,Critical,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Finance,Development,eu-west-1,2025-12-29,2026-03-12,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000550,2026-06-03
VULN-000570,CVE-2024-1570,APP020,Application-020,ASSET-000570,host-000570.corp.local,10.2.35.58,windows,Physical,False,Low,In Progress,True,False,True,owner10@example.com,sysadmin0@example.com,Engineering,Development,us-east-1,2026-05-05,2026-05-29,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-000570,2026-06-06
VULN-000590,CVE-2024-1590,APP040,Application-040,ASSET-000590,host-000590.corp.local,10.2.36.78,solaris,Container,False,Medium,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,HR,Staging,ap-south-1,2025-11-06,2025-11-29,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000590,2026-06-01
VULN-000610,CVE-2024-1610,APP010,Application-010,ASSET-000610,host-000610.corp.local,10.2.38.98,solaris,Physical,False,Medium,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Production,ap-south-1,2025-09-08,2025-11-01,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000610,2026-06-10
VULN-000630,CVE-2024-1630,APP030,Application-030,ASSET-000630,host-000630.corp.local,10.2.39.118,linux,VM,False,High,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Production,us-west-2,2025-11-05,2025-12-26,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000630,2026-06-25
VULN-000650,CVE-2024-1650,APP000,Application-000,ASSET-000650,host-000650.corp.local,10.2.40.138,solaris,VM,False,Low,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Finance,Staging,us-west-2,2025-07-08,2025-10-01,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-000650,2026-06-19
VULN-000670,CVE-2024-1670,APP020,Application-020,ASSET-000670,host-000670.corp.local,10.2.41.158,linux,Physical,True,High,In Progress,False,False,False,owner10@example.com,sysadmin0@example.com,HR,Production,eu-west-1,2026-06-16,2026-08-09,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000670,2026-06-14
VULN-000690,CVE-2024-1690,APP040,Application-040,ASSET-000690,host-000690.corp.local,10.2.43.178,linux,Container,False,Low,Accepted Risk,False,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Staging,us-west-2,2026-05-26,2026-07-01,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000690,2026-06-15
VULN-000710,CVE-2024-1710,APP010,Application-010,ASSET-000710,host-000710.corp.local,10.2.44.198,linux,Physical,False,Low,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Production,us-east-1,2025-10-14,2025-12-02,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000710,2026-06-09
VULN-000730,CVE-2024-1730,APP030,Application-030,ASSET-000730,host-000730.corp.local,10.2.45.218,linux,VM,False,Critical,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Production,us-east-1,2026-02-23,2026-03-04,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000730,2026-06-14
VULN-000750,CVE-2024-1750,APP000,Application-000,ASSET-000750,host-000750.corp.local,10.2.46.238,aix,VM,False,Medium,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,HR,Staging,ap-south-1,2025-12-10,2025-12-25,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000750,2026-06-11
VULN-000770,CVE-2024-1770,APP020,Application-020,ASSET-000770,host-000770.corp.local,10.3.48.2,linux,Physical,False,High,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Development,ap-south-1,2025-09-12,2025-10-26,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000770,2026-06-18
VULN-000790,CVE-2024-1790,APP040,Application-040,ASSET-000790,host-000790.corp.local,10.3.49.22,aix,Physical,True,Medium,Remediated,True,False,False,owner10@example.com,sysadmin0@example.com,Engineering,Staging,us-east-1,2026-06-02,2026-06-09,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000790,2026-06-12
VULN-000810,CVE-2024-1810,APP010,Application-010,ASSET-000810,host-000810.corp.local,10.3.50.42,aix,Physical,False,Medium,Open,True,False,True,owner10@example.com,sysadmin0@example.com,HR,Production,us-west-2,2025-08-30,2025-09-16,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000810,2026-05-28
VULN-000830,CVE-2024-1830,APP030,Application-030,ASSET-000830,host-000830.corp.local,10.3.51.62,windows,VM,False,Low,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Production,ap-south-1,2026-02-28,2026-04-13,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000830,2026-06-04
VULN-000850,CVE-2024-1850,APP000,Application-000,ASSET-000850,host-000850.corp.local,10.3.53.82,aix,VM,False,Medium,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,HR,Development,us-east-1,2025-08-13,2025-10-18,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-000850,2026-06-03
VULN-000870,CVE-2024-1870,APP020,Application-020,ASSET-000870,host-000870.corp.local,10.3.54.102,linux,VM,False,High,Remediated,True,False,True,owner10@example.com,sysadmin0@example.com,Finance,Development,us-west-2,2025-10-27,2025-12-30,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000870,2026-06-08
VULN-000890,CVE-2024-1890,APP040,Application-040,ASSET-000890,host-000890.corp.local,10.3.55.122,linux,VM,False,Low,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Finance,Production,eu-west-1,2026-05-13,2026-06-01,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-000890,2026-06-09
VULN-000910,CVE-2024-1910,APP010,Application-010,ASSET-000910,host-000910.corp.local,10.3.56.142,windows,Physical,False,Medium,Remediated,False,False,False,owner10@example.com,sysadmin0@example.com,Finance,Development,us-west-2,2026-05-28,2026-08-22,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-000910,2026-05-31
VULN-000930,CVE-2024-1930,APP030,Application-030,ASSET-000930,host-000930.corp.local,10.3.58.162,aix,Physical,False,High,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Development,ap-south-1,2026-01-12,2026-02-28,True,AIX,AIX 7.2,Sample finding for vulnerability VULN-000930,2026-06-08
VULN-000950,CVE-2024-1950,APP000,Application-000,ASSET-000950,host-000950.corp.local,10.3.59.182,linux,VM,False,Medium,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Finance,Production,us-west-2,2025-12-25,2026-01-09,False,Linux,RHEL 8,Sample finding for vulnerability VULN-000950,2026-06-17
VULN-000970,CVE-2024-1970,APP020,Application-020,ASSET-000970,host-000970.corp.local,10.3.60.202,solaris,Physical,False,Medium,Accepted Risk,True,False,True,owner10@example.com,sysadmin0@example.com,Finance,Development,us-east-1,2025-10-01,2025-10-24,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000970,2026-06-19
VULN-000990,CVE-2024-1990,APP040,Application-040,ASSET-000990,host-000990.corp.local,10.3.61.222,solaris,VM,False,High,Open,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Development,us-east-1,2026-02-26,2026-03-14,True,Solaris,Solaris 11,Sample finding for vulnerability VULN-000990,2026-06-12
VULN-001010,CVE-2024-2010,APP010,Application-010,ASSET-001010,host-001010.corp.local,10.3.63.242,aix,Container,False,Medium,Open,True,False,False,owner10@example.com,sysadmin0@example.com,Retail,Production,us-west-2,2026-02-23,2026-04-10,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001010,2026-06-25
VULN-001030,CVE-2024-2030,APP030,Application-030,ASSET-001030,host-001030.corp.local,10.4.64.6,windows,Physical,True,High,In Progress,False,False,False,owner10@example.com,sysadmin0@example.com,Finance,Production,eu-west-1,2026-06-01,2026-08-05,False,Windows,Windows Server 2022,Sample finding for vulnerability VULN-001030,2026-06-10
VULN-001050,CVE-2024-2050,APP000,Application-000,ASSET-001050,host-001050.corp.local,10.4.65.26,solaris,VM,False,Critical,Open,True,False,False,owner10@example.com,sysadmin0@example.com,HR,Production,eu-west-1,2026-03-28,2026-06-16,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001050,2026-06-15
VULN-001070,CVE-2024-2070,APP020,Application-020,ASSET-001070,host-001070.corp.local,10.4.66.46,linux,VM,False,Medium,Remediated,True,False,True,owner10@example.com,sysadmin0@example.com,HR,Staging,us-east-1,2025-07-03,2025-09-09,True,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001070,2026-06-06
VULN-001090,CVE-2024-2090,APP040,Application-040,ASSET-001090,host-001090.corp.local,10.4.68.66,aix,Physical,True,High,Open,True,False,False,owner10@example.com,sysadmin0@example.com,Engineering,Production,ap-south-1,2026-03-26,2026-04-10,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001090,2026-05-26
VULN-001110,CVE-2024-2110,APP010,Application-010,ASSET-001110,host-001110.corp.local,10.4.69.86,windows,VM,False,Low,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Production,us-east-1,2026-02-25,2026-03-17,False,Windows,Windows Server 2019,Sample finding for vulnerability VULN-001110,2026-06-01
VULN-001130,CVE-2024-2130,APP030,Application-030,ASSET-001130,host-001130.corp.local,10.4.70.106,linux,Physical,False,Medium,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,HR,Development,us-west-2,2025-06-29,2025-09-26,False,Linux,RHEL 8,Sample finding for vulnerability VULN-001130,2026-06-17
VULN-001150,CVE-2024-2150,APP000,Application-000,ASSET-001150,host-001150.corp.local,10.4.71.126,aix,VM,False,Low,In Progress,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Development,ap-south-1,2026-02-18,2026-04-17,False,AIX,AIX 7.2,Sample finding for vulnerability VULN-001150,2026-06-24
VULN-001170,CVE-2024-2170,APP020,Application-020,ASSET-001170,host-001170.corp.local,10.4.73.146,solaris,Container,False,Low,In Progress,False,False,False,owner10@example.com,sysadmin0@example.com,Finance,Staging,ap-south-1,2026-04-29,2026-07-21,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001170,2026-06-11
VULN-001190,CVE-2024-2190,APP040,Application-040,ASSET-001190,host-001190.corp.local,10.4.74.166,solaris,VM,False,Low,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,HR,Production,us-east-1,2025-12-18,2026-01-31,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001190,2026-06-17
VULN-001210,CVE-2024-2210,APP010,Application-010,ASSET-001210,host-001210.corp.local,10.4.75.186,solaris,Physical,True,Low,Accepted Risk,True,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Staging,eu-west-1,2026-03-02,2026-05-25,False,Solaris,Solaris 11,Sample finding for vulnerability VULN-001210,2026-06-06
VULN-001230,CVE-2024-2230,APP030,Application-030,ASSET-001230,host-001230.corp.local,10.4.76.206,linux,VM,False,Low,Accepted Risk,False,False,False,owner10@example.com,sysadmin0@example.com,Marketing,Production,us-east-1,2026-05-24,2026-07-15,False,Linux,Ubuntu 22.04,Sample finding for vulnerability VULN-001230,2026-05-30
